id,面積(μm)^2,円相当径(μm),周囲長(μm),最大長(μm),対角幅(μm),外接矩形_長辺(μm),外接矩形_短辺(μm),アスペクト比,円形度,四角度,凸度,角度(°),モード基準角(°),近似境界距離(μm),第一近傍重心距離(μm),第二近傍重心距離(μm),第三近傍重心距離(μm),平均画素値Gray,最小画素値Gray,最大画素値Gray,画素値標準偏差Gray,画素値標準偏差Gray_内部,累積10％画素値Gray,累積50％画素値Gray,累積90％画素値Gray,平均画素値Blue,最小画素値Blue,最大画素値Blue,画素値標準偏差Blue,累積10％画素値Blue,累積50％画素値Blue,累積90％画素値Blue,平均画素値Green,最小画素値Green,最大画素値Green,画素値標準偏差Green,累積10％画素値Green,累積50％画素値Green,累積90％画素値Green,平均画素値Red,最小画素値Red,最大画素値Red,画素値標準偏差Red,累積10％画素値Red,累積50％画素値Red,累積90％画素値Red,平均画素値Hue,最小画素値Hue,最大画素値Hue,画素値標準偏差Hue,累積10％画素値Hue,累積50％画素値Hue,累積90％画素値Hue,平均画素値Saturation,最小画素値Saturation,最大画素値Saturation,画素値標準偏差Saturation,累積10％画素値Saturation,累積50％画素値Saturation,累積90％画素値Saturation,平均画素値Value,最小画素値Value,最大画素値Value,画素値標準偏差Value,累積10％画素値Value,累積50％画素値Value,累積90％画素値Value,平均画素値L*,最小画素値L*,最大画素値L*,画素値標準偏差L*,累積10％画素値L*,累積50％画素値L*,累積90％画素値L*,平均画素値a*,最小画素値a*,最大画素値a*,画素値標準偏差a*,累積10％画素値a*,累積50％画素値a*,累積90％画素値a*,平均画素値b*,最小画素値b*,最大画素値b*,画素値標準偏差b*,累積10％画素値b*,累積50％画素値b*,累積90％画素値b*
152,62.64486535999999,8.930952908338615,39.022290797471996,13.593446621074435,8.248842237417572,13.089999999999998,6.806799999999999,1.9230769230769231,0.516975333671215,0.7030769230769233,1.1838074398249454,87.61405596961119,3.6140559696111865,0.5630589791872813,7.975237596460684,12.088244689780232,13.100467814547692,126.11450381679388,40.0,216.0,30.112040456916763,26.482047751141184,91,125,167,126.11450381679388,40.0,216.0,30.112040456916763,91,125,167,126.11450381679388,40.0,216.0,30.112040456916763,91,125,167,126.11450381679388,40.0,216.0,30.112040456916763,91,125,167,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,126.11450381679388,40.0,216.0,30.112040456916763,91,125,167,134.29007633587787,41.0,220.0,30.28326536328063,99,134,175,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
153,199.03795295999996,15.919264826360829,64.79032373900412,19.70990645132543,17.41482207273073,19.47096753540039,16.19063682479858,1.2026066513688611,0.5958342453152474,0.6313707129501941,1.143939393939394,28.739795291688043,-55.26020470831196,0.0,7.992407126767254,12.088244689780232,13.593446621074435,115.57234314980793,36.0,202.0,26.441227136065223,25.470028306171347,83,114,152,115.57234314980793,36.0,202.0,26.441227136065223,83,114,152,115.57234314980793,36.0,202.0,26.441227136065223,83,114,152,115.57234314980793,36.0,202.0,26.441227136065223,83,114,152,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,115.57234314980793,36.0,202.0,26.441227136065223,83,114,152,123.72599231754161,36.0,208.0,27.007737364252353,90,123,160,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
154,27.278617519999994,5.893404326208191,20.27793987727165,7.441754223299772,5.56289548375379,5.7596,5.7596,1.0,0.8336515430981536,0.8223140495867767,1.0301507537688444,34.992020198558656,-49.007979801441344,0.5630589791872813,7.975237596460684,7.992407126767254,13.512532529470556,116.97457627118644,61.0,194.0,22.782487276752114,18.53769462159892,87,116,142,116.97457627118644,61.0,194.0,22.782487276752114,87,116,142,116.97457627118644,61.0,194.0,22.782487276752114,87,116,142,116.97457627118644,61.0,194.0,22.782487276752114,87,116,142,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,116.97457627118644,61.0,194.0,22.782487276752114,87,116,142,125.34745762711864,66.0,200.0,23.255535925096616,94,125,151,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
155,421.65340447999995,23.17036445022276,82.05371017961501,26.760007091179926,24.526591491686347,24.52151521606445,21.748982269287108,1.1274787441751968,0.7869896648990374,0.7906228643258401,1.0507152145643692,-43.315315682103716,52.684684317896284,1.7208118393374345,15.220467509245568,17.562077895283345,18.914936764366935,114.2912258867455,0.0,228.0,29.621546782373425,27.655372055981832,79,113,152,114.2912258867455,0.0,228.0,29.621546782373425,79,113,152,114.2912258867455,0.0,228.0,29.621546782373425,79,113,152,114.2912258867455,0.0,228.0,29.621546782373425,79,113,152,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,114.2912258867455,0.0,228.0,29.621546782373425,79,113,152,122.23584318606098,0.0,231.0,30.51254361128663,86,122,160,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
156,11.514592319999998,3.828946889593508,13.254257606267927,5.183375548809868,2.9619288850342103,4.1888,3.6651999999999996,1.1428571428571428,0.8236593178113917,0.7500000000000001,1.0119047619047619,39.80557109226519,-44.19442890773481,0.6549982167988357,11.008059607396754,14.482060433515667,15.220467509245568,43.907407407407405,3.0,102.0,26.879889576574417,18.803073034893966,12,41,85,43.907407407407405,3.0,102.0,26.879889576574417,12,41,85,43.907407407407405,3.0,102.0,26.879889576574417,12,41,85,43.907407407407405,3.0,102.0,26.879889576574417,12,41,85,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43.907407407407405,3.0,102.0,26.879889576574417,12,41,85,45.09259259259259,2.0,110.0,30.94455526721739,9,42,92,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
157,223.71207935999996,16.87717589160233,61.64872392625808,19.68206758651133,16.380829074124076,17.926980303955077,16.76144978790283,1.0695363784637197,0.7396923300908741,0.7445103040755106,1.0526960784313726,31.827446576673104,-52.172553423326896,0.6549982167988357,11.008059607396754,13.256493177307489,15.716724243938364,136.7508650519031,18.0,220.0,32.87998845985506,29.292568464269092,94,138,180,136.7508650519031,18.0,220.0,32.87998845985506,94,138,180,136.7508650519031,18.0,220.0,32.87998845985506,94,138,180,136.7508650519031,18.0,220.0,32.87998845985506,94,138,180,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,136.7508650519031,18.0,220.0,32.87998845985506,94,138,180,144.79123414071512,14.0,224.0,32.97577338282554,102,147,187,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
158,40.16399463999999,7.151110840294612,24.287068649196623,8.278842914320816,6.98734341968677,7.330399999999999,6.806799999999999,1.0769230769230769,0.8556508058482629,0.804945054945055,1.037542662116041,17.10272896905237,-66.89727103094762,0.1187847733842613,7.330399999999999,9.439333239164723,10.537246737170008,137.03571428571428,32.0,217.0,34.50826209853553,32.54805956542539,87,138,186,137.03571428571428,32.0,217.0,34.50826209853553,87,138,186,137.03571428571428,32.0,217.0,34.50826209853553,87,138,186,137.03571428571428,32.0,217.0,34.50826209853553,87,138,186,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,137.03571428571428,32.0,217.0,34.50826209853553,87,138,186,144.95833333333331,31.0,221.0,34.567972061726756,94,147,193,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
159,41.534779439999994,7.272119612936863,25.334268711614605,9.366441544151119,6.322348042302004,8.3776,6.283199999999999,1.3333333333333335,0.8132143382467267,0.7890625000000001,1.0363036303630362,-71.56505117707799,24.434948822922024,0.1187847733842613,7.330399999999999,8.128457870961748,16.129939709744733,127.66091954022988,21.0,211.0,42.27394201948867,31.439897309901404,67,132,179,127.66091954022988,21.0,211.0,42.27394201948867,67,132,179,127.66091954022988,21.0,211.0,42.27394201948867,67,132,179,127.66091954022988,21.0,211.0,42.27394201948867,67,132,179,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,127.66091954022988,21.0,211.0,42.27394201948867,67,132,179,135.02298850574712,17.0,216.0,43.47227337037223,73,141,186,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
160,239.47610455999995,17.461685094655802,64.73769932394028,20.852168677621997,16.78954565026689,20.274887200927733,14.993194240570068,1.3522726962388,0.7180546958632947,0.7877883806270942,1.05208929593589,23.19859051364819,-60.801409486351815,2.5078818433968095,19.82087091123899,21.13295265314338,25.61362147920516,126.04530744336569,0.0,208.0,31.363513955638034,27.456798935400133,86,127,165,126.04530744336569,0.0,208.0,31.363513955638034,86,127,165,126.04530744336569,0.0,208.0,31.363513955638034,86,127,165,126.04530744336569,0.0,208.0,31.363513955638034,86,127,165,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,126.04530744336569,0.0,208.0,31.363513955638034,86,127,165,134.1467098166127,0.0,213.0,32.047161300606966,93,136,173,127.99999999999999,128.0,128.0,1.3486991523486091e-06,128,128,128,127.99999999999999,128.0,128.0,1.3486991523486091e-06,128,128,128
161,533.5094441599999,26.06310268932285,97.07385269818305,36.27985067444462,23.879260181471572,34.034,18.325999999999997,1.8571428571428574,0.7114550115769707,0.8553846153846154,1.0380267214799588,-5.710593137499642,-89.71059313749964,2.894814253534509,15.984814253534507,24.979616509466272,25.7843097251022,146.63958641063516,13.0,235.0,29.443669584613097,26.28674147661031,111,147,183,146.63958641063516,13.0,235.0,29.443669584613097,111,147,183,146.63958641063516,13.0,235.0,29.443669584613097,111,147,183,146.63958641063516,13.0,235.0,29.443669584613097,111,147,183,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,146.63958641063516,13.0,235.0,29.443669584613097,111,147,183,154.66174298375185,9.0,237.0,29.23078021165862,119,156,190,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
162,49.89656671999999,7.970588553828409,29.650115337371822,9.322432961410879,8.734266843971703,7.853999999999999,7.853999999999999,1.0,0.7132269639986757,0.8088888888888889,1.0906593406593408,-65.22485943116808,30.775140568831915,0.815650377169046,12.566399999999998,15.984814253534507,22.01611921479351,111.4423076923077,46.0,184.0,25.68703164389683,19.66564803573501,82,109,144,111.4423076923077,46.0,184.0,25.68703164389683,82,109,144,111.4423076923077,46.0,184.0,25.68703164389683,82,109,144,111.4423076923077,46.0,184.0,25.68703164389683,82,109,144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,111.4423076923077,46.0,184.0,25.68703164389683,82,109,144,119.49519230769232,48.0,191.0,26.354462035749926,89,117,153,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
163,139.82004959999998,13.3425790721866,46.045972881221765,14.975326149369835,13.821969734442819,14.137199999999998,12.566399999999998,1.125,0.8286974626715148,0.7870370370370372,1.0343137254901962,-67.38013505195957,28.61986494804043,1.167498011649574,10.602091944517364,12.588197761395392,14.993622217462995,143.33454545454546,0.0,224.0,31.341939478084857,25.691214148570104,106,144,182,143.33454545454546,0.0,224.0,31.341939478084857,106,144,182,143.33454545454546,0.0,224.0,31.341939478084857,106,144,182,143.33454545454546,0.0,224.0,31.341939478084857,106,144,182,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,143.33454545454546,0.0,224.0,31.341939478084857,106,144,182,151.34,0.0,228.0,31.448006729723375,114,153,189,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
164,23.988733999999997,5.52660879354898,18.61730429444313,6.128580873252796,5.815441704546448,5.7596,5.236,1.1,0.8697282931574605,0.7954545454545454,1.0399999999999998,-41.185925165709655,54.81407483429035,1.167498011649574,10.602091944517364,12.489808254733136,18.55643127759214,106.40384615384616,39.0,172.0,24.471930243086355,14.828676557181359,78,106,136,106.40384615384616,39.0,172.0,24.471930243086355,78,106,136,106.40384615384616,39.0,172.0,24.471930243086355,78,106,136,106.40384615384616,39.0,172.0,24.471930243086355,78,106,136,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,106.40384615384616,39.0,172.0,24.471930243086355,78,106,136,114.30769230769232,40.0,180.0,25.52490372281883,85,114,145,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
165,792.3136143999999,31.76169116539809,114.66575441374778,37.142399259067794,30.15974629820171,36.29496114196777,27.631001412963865,1.3135593820692637,0.7572504098984839,0.7900492364305813,1.0534602076124566,-22.557246634705653,73.44275336529435,0.5411616609310919,18.445291739628296,18.504649227694102,22.090708200508196,135.25251172136637,0.0,227.0,31.508350598777557,29.548615270591707,98,137,173,135.25251172136637,0.0,227.0,31.508350598777557,98,137,173,135.25251172136637,0.0,227.0,31.508350598777557,98,137,173,135.25251172136637,0.0,227.0,31.508350598777557,98,137,173,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,135.25251172136637,0.0,227.0,31.508350598777557,98,137,173,143.35699933020763,0.0,230.0,31.87980524022574,106,146,180,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
166,71.14373111999998,9.517510799678119,34.39972619304657,12.054177234469384,9.142979713691872,10.472,9.4248,1.1111111111111112,0.7555035865674937,0.7208333333333332,1.0809248554913293,26.56505117707799,-57.43494882292201,0.980336030243599,13.121378391007553,13.593446621074435,23.585259630540428,152.32871972318338,47.0,222.0,30.42147823178976,25.077746772406424,116,152,191,152.32871972318338,47.0,222.0,30.42147823178976,116,152,191,152.32871972318338,47.0,222.0,30.42147823178976,116,152,191,152.32871972318338,47.0,222.0,30.42147823178976,116,152,191,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,152.32871972318338,47.0,222.0,30.42147823178976,116,152,191,160.23529411764707,50.0,226.0,29.65919452832798,125,160,197,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
167,171.21102151999997,14.764573921849792,50.436241655254356,17.15139697167551,14.258197668904529,15.179885931396482,14.069160402679442,1.0789475346734625,0.8457775412103672,0.8016688879051039,1.030424339471577,-15.42216131873867,80.57783868126133,0.980336030243599,13.121378391007553,16.027634620242626,24.614769582508792,156.63363363363362,6.0,237.0,34.96236944469157,26.950313629628557,114,159,196,156.63363363363362,6.0,237.0,34.96236944469157,114,159,196,156.63363363363362,6.0,237.0,34.96236944469157,114,159,196,156.63363363363362,6.0,237.0,34.96236944469157,114,159,196,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,156.63363363363362,6.0,237.0,34.96236944469157,114,159,196,164.1006006006006,5.0,239.0,34.811121841208816,123,167,202,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
168,199.03795295999996,15.919264826360829,54.93175932183265,18.51205553146381,15.831509890507853,16.76144978790283,15.15190669555664,1.1062270989840635,0.8288935178088561,0.783712960276188,1.0392561983471076,-61.82140989004083,34.178590109959174,2.5975565957325504,13.912397843650101,16.027634620242626,19.45792285317217,129.03238341968913,0.0,218.0,42.02972348204707,33.953377453688425,77,132,182,129.03238341968913,0.0,218.0,42.02972348204707,77,132,182,129.03238341968913,0.0,218.0,42.02972348204707,77,132,182,129.03238341968913,0.0,218.0,42.02972348204707,77,132,182,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,129.03238341968913,0.0,218.0,42.02972348204707,77,132,182,136.53626943005182,0.0,222.0,43.01819088135399,83,141,189,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
169,35.36624783999999,6.710417669474272,25.20722208585739,9.439333239164723,6.041173273065423,8.9012,4.7124,1.8888888888888888,0.6994374381058034,0.8431372549019608,1.0775193798449612,-3.179830119864234,-87.17983011986423,3.5032279088243907,13.420921083144776,13.912397843650101,14.604592253123672,144.05921052631578,49.0,230.0,39.93666590474548,24.72322095360939,86,150,187,144.05921052631578,49.0,230.0,39.93666590474548,86,150,187,144.05921052631578,49.0,230.0,39.93666590474548,86,150,187,144.05921052631578,49.0,230.0,39.93666590474548,86,150,187,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,144.05921052631578,49.0,230.0,39.93666590474548,86,150,187,151.5986842105263,52.0,233.0,39.86115043570835,93,158,194,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
170,466.8893028799999,24.381589846452766,87.9775679107189,28.912014302708137,24.910417045986975,26.78674474945068,23.539867082214354,1.1379310110756538,0.7580186374204763,0.7404401807029329,1.061362301820317,55.669782804496684,-28.330217195503316,0.0,17.223177137798935,29.209184506247343,32.65266325186967,137.28153153153153,0.0,236.0,38.009061525046555,31.345960071015043,95,140,182,137.28153153153153,0.0,236.0,38.009061525046555,95,140,182,137.28153153153153,0.0,236.0,38.009061525046555,95,140,182,137.28153153153153,0.0,236.0,38.009061525046555,95,140,182,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,137.28153153153153,0.0,236.0,38.009061525046555,95,140,182,145.06193693693695,0.0,238.0,38.63333343246645,103,149,189,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
171,381.0781743999999,22.02734212930745,75.08265282301902,24.119723653474967,22.75574305101644,23.561999999999998,19.8968,1.1842105263157894,0.849463499734651,0.8128654970760234,1.0327338129496404,-1.3019526725788753,-85.30195267257888,1.5365127855879663,14.670147020394852,15.95906688500302,19.82087091123899,130.62792297111417,6.0,216.0,32.53616870427122,28.64028770894782,92,132,170,130.62792297111417,6.0,216.0,32.53616870427122,92,132,170,130.62792297111417,6.0,216.0,32.53616870427122,92,132,170,130.62792297111417,6.0,216.0,32.53616870427122,92,132,170,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,130.62792297111417,6.0,216.0,32.53616870427122,92,132,170,138.67056396148556,5.0,220.0,33.2541503355223,100,141,178,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
172,104.59088023999998,11.53989795189834,40.937019631814955,13.833349488825906,10.702018229177636,12.0428,11.5192,1.0454545454545454,0.7842801796409469,0.7539525691699605,1.053735255570118,-36.384351815835885,59.615648184164115,4.551742722512985,11.870833055855853,12.223565077341389,14.17593212737702,125.70192307692308,23.0,211.0,35.026948363886774,31.751506829066578,81,123,175,125.70192307692308,23.0,211.0,35.026948363886774,81,123,175,125.70192307692308,23.0,211.0,35.026948363886774,81,123,175,125.70192307692308,23.0,211.0,35.026948363886774,81,123,175,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,125.70192307692308,23.0,211.0,35.026948363886774,81,123,175,133.6081730769231,19.0,216.0,35.33551861100247,88,132,182,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
173,151.74587735999998,13.899958697970444,56.36009913668632,19.38027438402253,12.165719686320715,19.339374446105957,11.855301369476317,1.6312849284370603,0.6003206302110516,0.6618535158673098,1.1156278229448962,-56.309932474020215,39.69006752597977,0.6067750903399016,9.78165523007226,21.72151302649058,22.226804581855664,144.3889816360601,16.0,235.0,34.81437461640262,31.86924859719123,100,144,192,144.3889816360601,16.0,235.0,34.81437461640262,100,144,192,144.3889816360601,16.0,235.0,34.81437461640262,100,144,192,144.3889816360601,16.0,235.0,34.81437461640262,100,144,192,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,144.3889816360601,16.0,235.0,34.81437461640262,100,144,192,152.24874791318865,12.0,237.0,34.412064908793795,108,153,198,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
174,124.05602439999998,12.567936824662599,49.31461963181495,14.818897562234511,14.818897562234513,13.613599999999998,13.089999999999998,1.04,0.6410270376874162,0.6961538461538463,1.1535911602209943,83.418055344822,-0.5819446551780061,1.4659581421217673,14.137199999999998,15.620489569792618,15.707999999999998,135.44646464646465,23.0,224.0,30.070970978371893,26.569309895058367,95,135,174,135.44646464646465,23.0,224.0,30.070970978371893,95,135,174,135.44646464646465,23.0,224.0,30.070970978371893,95,135,174,135.44646464646465,23.0,224.0,30.070970978371893,95,135,174,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,135.44646464646465,23.0,224.0,30.070970978371893,95,135,174,143.63636363636363,19.0,228.0,30.05579140328655,103,144,181,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
175,516.5117126399999,25.64455376589994,92.95947472162246,32.669451254650724,22.61602135404154,32.34070096130371,21.5468898147583,1.5009452055188175,0.7511085682203372,0.7412183368929156,1.0501592356687899,-76.42956561483852,19.57043438516149,0.2612362313738945,15.924672304320739,19.401482058853134,19.793188117127567,129.35710646968926,0.0,226.0,30.94303731060467,29.021433024891977,92,129,169,129.35710646968926,0.0,226.0,30.94303731060467,92,129,169,129.35710646968926,0.0,226.0,30.94303731060467,92,129,169,129.35710646968926,0.0,226.0,30.94303731060467,92,129,169,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,129.35710646968926,0.0,226.0,30.94303731060467,92,129,169,137.49770759042283,0.0,229.0,31.256638538354483,100,138,177,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
176,552.97458832,26.53430068953525,108.81631851882933,38.448073141836375,25.18519924646997,32.440202218627924,24.987321156311033,1.2982665094707249,0.5868498264943647,0.6821846177482012,1.1631135349529003,-69.02650657867919,26.973493421320825,0.11670696235239575,18.593330163260156,19.059327690136396,19.059327690136396,118.58357075023743,16.0,219.0,31.49111476872478,29.82710747540444,80,117,161,118.58357075023743,16.0,219.0,31.49111476872478,80,117,161,118.58357075023743,16.0,219.0,31.49111476872478,80,117,161,118.58357075023743,16.0,219.0,31.49111476872478,80,117,161,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,118.58357075023743,16.0,219.0,31.49111476872478,80,117,161,126.54795821462488,12.0,223.0,32.223044907124674,87,126,169,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
177,95.81785751999998,11.04531960996437,42.417984236240386,13.461714250421451,12.015750995081174,13.064509494018553,10.418945712280273,1.2539185686148735,0.6692005159344608,0.7039301581368295,1.0886981402002862,-2.3859440303888126,-86.38594403038881,1.4390315120405184,10.537246737170008,14.993622217462995,17.405270489136328,128.82597402597403,37.0,214.0,32.15576296068466,29.939683886136994,86,128,172,128.82597402597403,37.0,214.0,32.15576296068466,86,128,172,128.82597402597403,37.0,214.0,32.15576296068466,86,128,172,128.82597402597403,37.0,214.0,32.15576296068466,86,128,172,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,128.82597402597403,37.0,214.0,32.15576296068466,86,128,172,136.92727272727274,38.0,219.0,32.31974844139765,93,137,180,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
178,57.71004007999999,8.571972069372787,29.34339748353958,9.78165523007226,7.987884643468749,9.4248,7.853999999999999,1.2,0.8422488889910102,0.7796296296296297,1.0380047505938241,-73.61045966596522,22.38954033403479,0.2064120298069234,8.128457870961748,9.439333239164723,14.993622217462995,148.864406779661,50.0,227.0,31.116352247499417,26.28815102981432,109,150,189,148.864406779661,50.0,227.0,31.116352247499417,109,150,189,148.864406779661,50.0,227.0,31.116352247499417,109,150,189,148.864406779661,50.0,227.0,31.116352247499417,109,150,189,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,148.864406779661,50.0,227.0,31.116352247499417,109,150,189,156.76694915254237,53.0,230.0,30.619187944054794,117,158,196,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
179,586.4217374399999,27.324994894801144,112.67660349354743,43.54702851309145,22.966540409969298,41.364399999999996,19.373199999999997,2.135135135135135,0.5804334464572589,0.7317824153267192,1.0918653576437587,82.69424046668918,-1.3057595333108196,0.0,19.059327690136396,22.587742307720795,22.871193228163673,125.72495527728086,0.0,223.0,31.249313749141375,29.013180859093378,87,125,166,125.72495527728086,0.0,223.0,31.249313749141375,87,125,166,125.72495527728086,0.0,223.0,31.249313749141375,87,125,166,125.72495527728086,0.0,223.0,31.249313749141375,87,125,166,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,125.72495527728086,0.0,223.0,31.249313749141375,87,125,166,133.8546511627907,0.0,227.0,31.572557217356472,94,134,174,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
180,671.5474735199999,29.24108068202428,110.45515699262619,34.834160029488295,33.968421754919,30.801409559631345,28.271435894775387,1.0894886865411566,0.6916949246638658,0.7711844453813993,1.0800163298632373,-89.04515874612783,6.954841253872189,1.3411241237822402,20.00672790838122,23.1866728652474,24.136767389192777,117.46326129666011,0.0,225.0,32.29700585811803,29.623729619071888,79,118,158,117.46326129666011,0.0,225.0,32.29700585811803,79,118,158,117.46326129666011,0.0,225.0,32.29700585811803,79,118,158,117.46326129666011,0.0,225.0,32.29700585811803,79,118,158,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,117.46326129666011,0.0,225.0,32.29700585811803,79,118,158,125.38231827111984,0.0,228.0,33.285187914562556,86,127,166,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
181,944.7448841599999,34.68265483204468,129.7294914624691,43.33561094527225,32.24549036321936,41.71712053222656,31.75884351043701,1.3135591829254403,0.7054187216570971,0.713075549616495,1.0709518282066164,-51.22582906442577,44.77417093557423,0.0,20.447233651523618,23.625908883257804,30.37331345770494,127.96902281047592,3.0,220.0,30.260395261876546,28.69306348781752,90,128,166,127.96902281047592,3.0,220.0,30.260395261876546,90,128,166,127.96902281047592,3.0,220.0,30.260395261876546,90,128,166,127.96902281047592,3.0,220.0,30.260395261876546,90,128,166,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,127.96902281047592,3.0,220.0,30.260395261876546,90,128,166,136.145874401577,2.0,224.0,30.5478579292634,98,137,174,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
182,53.46060719999999,8.250342973028053,28.60291527495384,9.837550857810086,7.747419655725792,8.9012,7.853999999999999,1.1333333333333333,0.8211512376344242,0.7647058823529412,1.035897435897436,-64.79887635452492,31.201123645475093,0.8633717077680263,9.65470695567711,14.993622217462995,18.504649227694102,126.9590909090909,52.0,202.0,25.360189974390803,19.928650123187264,95,125,162,126.9590909090909,52.0,202.0,25.360189974390803,95,125,162,126.9590909090909,52.0,202.0,25.360189974390803,95,125,162,126.9590909090909,52.0,202.0,25.360189974390803,95,125,162,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,126.9590909090909,52.0,202.0,25.360189974390803,95,125,162,135.37727272727273,55.0,208.0,25.413461569129417,103,134,170,128.0,128.0,128.0,0.0,128,128,128,128.0,128.0,128.0,0.0,128,128,128
